subj,title,cond,freq,val_1,ar_1,det_1,reg_1,val_3,ar_3,det_3,reg_3,acc,ERQ_reap,ERQ_supp,STAI,SDS,S2 pre EMG,S2 post EMG
3,Brandon,3,2,5,5,6,5,4,1,4,2,1,33,6,43,8,0.045637928,0.045651809
3,Brewgaloo,1,1,3,4,7,5,1,4,5,3,1,33,6,43,8,0.046301339,0.045647558
3,Camera delete,3,2,4,4,5,4,4,1,5,3,1,33,6,43,8,0.045629386,0.045656889
3,Credit card,1,1,4,3,5,3,0,1,5,2,0,33,6,43,8,0.045642531,0.045664611
3,Curly hair day,3,2,4,4,6,4,5,1,4,2,0,33,6,43,8,0.045593899,0.045666047
3,Dana correction Thomas,3,5,2,5,7,5,1,3,5,3,0,33,6,43,8,0.045571195,0.045596425
3,Dear White People,1,5,3,5,6,4,5,1,4,1,0,33,6,43,8,0.045687934,0.045673118
3,Holiday Party DD right turn,3,2,2,5,6,4,3,1,5,1,0,33,6,43,8,0.045579513,0.04558169
3,Kickball,2,2,4,4,5,3,5,1,5,1,1,33,6,43,8,0.045607548,0.04564438
3,Kwab House Party,2,2,2,5,7,7,2,3,6,4,0,33,6,43,8,0.045641895,0.045623811
3,MCAT,3,2,3,4,5,3,4,1,5,1,0,33,6,43,8,0.045631442,0.045632387
3,Micro Path or Virology,2,1,3,3,5,3,1,1,4,1,0,33,6,43,8,0.045710848,0.045657789
3,Mom phone call,1,3,3,4,5,4,5,1,4,1,0,33,6,43,8,0.04567838,0.045657145
3,Orgo,3,1,5,5,4,4,4,1,4,3,1,33,6,43,8,0.045643129,0.045617935
3,Party Bus,2,7,1,6,3,7,1,3,6,5,0,33,6,43,8,0.045628993,0.045645776
3,Phantogram,2,2,4,4,7,4,4,1,5,1,0,33,6,43,8,0.045564956,0.045597592
3,Phone down,1,6,3,4,5,3,2,2,5,3,0,33,6,43,8,0.045683545,0.045671085
3,Sabrina,1,3,1,6,7,5,1,2,5,1,1,33,6,43,8,0.045649972,0.045631281
3,Shorter hair,2,3,4,4,7,5,4,2,6,2,1,33,6,43,8,0.045626777,0.045668189
3,Star Wars opening night,2,2,2,6,7,7,2,4,7,3,0,33,6,43,8,0.045606734,0.045744157
3,T break-up Summer,2,3,2,6,7,6,1,4,5,4,0,33,6,43,8,0.045640246,0.045672834
3,Text tonight,1,7,2,5,7,4,0,2,5,1,1,33,6,43,8,0.045621486,0.045605472
3,Uber ride,1,4,1,7,7,7,1,5,7,5,1,33,6,43,8,0.045619109,0.045638456
3,Waffle fries at Horse,2,2,3,5,7,5,2,2,7,4,0,33,6,43,8,0.045636678,0.04566012
4,blacking out,3,2,1,2,1,7,2,3,2,6,0,28,16,47,4,0.045621581,0.045574909
4,fighting with my best friend about his sister,2,7,1,7,7,7,2,5,6,6,0,28,16,47,4,0.045558469,0.045536731
4,hearing about Dean Smith's passing,1,1,1,1,7,7,2,2,6,4,1,28,16,47,4,0.045562872,0.045531963
4,hearing about the passing of stuart scott,1,1,1,1,7,7,2,2,5,4,1,28,16,47,4,0.045644298,0.045621884
4,injuring my calf during a workout,2,6,1,6,7,7,2,3,5,6,0,28,16,47,4,0.045544184,0.045558753
4,injuring myself playing basketball,2,6,1,2,7,7,2,3,5,6,1,28,16,47,4,0.045612888,0.045599477
4,injuring myself while running,2,6,1,2,7,7,2,3,7,7,1,28,16,47,4,0.045564239,0.045578787
4,lying to my best friend about my relationship with his sister,1,7,2,2,7,6,2,5,7,6,1,28,16,47,4,0.04559601,0.045564334
4,lying to my family about my new relationship,1,6,1,2,7,6,3,4,5,4,0,28,16,47,4,0.045557723,0.045540318
4,making my girlfriend cry,1,4,1,5,7,6,3,4,5,5,1,28,16,47,4,0.045590921,0.045574424
4,missing the game winning shot,3,3,2,6,6,6,2,4,6,5,1,28,16,47,4,0.045559357,0.045527848
4,not being able to finish 5 miles running,1,6,1,7,7,7,0,5,5,5,1,28,16,47,4,0.045653646,0.045571171
4,not eating the food my grandmother prepared me,3,6,3,1,6,6,2,4,6,6,1,28,16,47,4,0.045538574,0.04555091
4,not getting my mom a card for mother's day,1,7,1,1,7,7,3,3,6,5,1,28,16,47,4,0.045558466,0.045560607
4,not visiting home,3,5,2,2,5,6,2,4,6,6,0,28,16,47,4,0.045579176,0.045568565
4,seeing marcus paige heartbroken,2,4,1,7,7,7,1,3,6,7,0,28,16,47,4,0.045626185,0.045595153
4,slipping on ice,2,1,2,4,6,6,3,2,5,5,0,28,16,47,4,0.045516135,0.045507484
4,spraining my ankle playing basketball,1,3,1,5,6,6,2,3,6,7,1,28,16,47,4,0.045669031,0.045581645
4,waking up late this morning for work,3,7,3,4,7,6,3,3,6,6,0,28,16,47,4,0.045604202,0.04556542
4,watching duke beat unc in cameron in overtime,2,4,1,7,7,7,1,5,7,7,1,28,16,47,4,0.045536588,0.04636863
4,watching Duke beat UNC in the Dean Dome,1,5,1,7,7,7,1,5,7,7,0,28,16,47,4,0.045587622,0.045568182
4,watching duke make it further in the tournament than unc for once,3,4,1,6,7,7,2,3,6,5,0,28,16,47,4,0.045551842,0.045546858
4,watching Duke win the title,3,6,1,7,7,7,1,5,7,7,0,28,16,47,4,0.045565564,0.045568274
4,watching grayson allen beat unc on senior night,3,4,1,6,7,7,1,4,7,7,0,28,16,47,4,0.045532299,0.045521642
4,watching jayson tatum dunk on kennedy meeks,1,2,1,7,7,7,1,6,7,7,0,28,16,47,4,0.045586359,0.045556003
4,watching miami buzzer beater unc in the dean dome,2,5,1,7,7,7,1,4,7,7,0,28,16,47,4,0.045552908,0.045522774
4,watching notre dame beat unc for the acc tourney title,2,1,1,7,7,7,2,2,5,6,1,28,16,47,4,0.04551445,0.045518174
4,watching UNC lose the title,3,7,1,7,7,7,1,6,7,7,0,28,16,47,4,0.045510083,0.045547843
4,watching unc lose to nc state in the dean dome,2,4,1,7,7,7,1,4,6,7,1,28,16,47,4,0.045540949,0.045567647
4,watching UVA beat UNC for the acc tournament title,3,4,1,7,7,7,2,3,5,6,0,28,16,47,4,0.045572566,0.04565534
5,Bad GRE scores,1,2,1,7,7,7,1,5,7,7,1,25,17,35,11,0.046046738,0.046338038
5,Being diagnosed with diabetes,3,7,1,7,7,7,1,7,7,7,0,25,17,35,11,0.045562769,0.046183865
5,Being rejected by Gartner for a job,3,4,1,7,7,7,0,7,7,7,0,25,17,35,11,0.046719895,0.045998354
5,Car accident,3,3,1,7,7,7,1,7,7,7,1,25,17,35,11,0.046407349,0.04734406
5,Driving a BMW in Dallas,1,4,6,6,7,3,0,7,7,1,1,25,17,35,11,0.045541528,0.045777481
5,Eating Heavenly Buffalo wings for the first time,3,4,5,5,7,1,4,4,7,4,0,25,17,35,11,0.045679351,0.046489409
5,First LDOC celebrations,1,1,5,5,7,4,4,4,7,3,0,25,17,35,11,0.045806087,0.045686399
5,First Thanksgiving Dinner,3,3,7,7,7,1,7,4,7,1,1,25,17,35,11,0.045749509,0.04564673
5,First time I went on a Tinder date,2,4,4,4,7,5,5,6,7,4,0,25,17,35,11,0.046667177,0.045828281
5,Fitting into a size 4 jeans,2,1,4,5,6,1,0,4,7,1,1,25,17,35,11,0.046219349,0.046708333
5,Getting a haircut,2,5,2,5,7,6,7,7,7,5,1,25,17,35,11,0.046717202,0.045902557
5,Getting my first semester grades at Duke,1,5,3,5,7,3,3,7,7,0,1,25,17,35,11,0.048676348,0.046088989
5,Getting my undergraduate degree,1,2,5,6,5,1,5,4,7,2,0,25,17,35,11,0.047978722,0.046436981
5,Going on a dinner date before Finance mid-terms,2,3,5,3,7,7,5,6,7,3,0,25,17,35,11,0.04779467,0.04586712
5,Going to Times Square for the first time,2,4,7,7,7,1,7,5,7,1,0,25,17,35,11,0.045994512,0.045709117
5,Moving in at Durham,2,4,7,7,7,5,5,7,7,3,1,25,17,35,11,0.046429871,0.046374659
5,Moving to a new apartment - 16K,2,5,7,7,7,5,5,6,7,3,1,25,17,35,11,0.045949501,0.045855553
5,My last date with Sid,2,6,1,7,7,7,5,7,7,3,0,25,17,35,11,0.045618833,0.04619663
5,Opening a College Acceptance Letter,1,2,2,7,5,3,0,7,7,6,0,25,17,35,11,0.047432983,0.046786314
5,Organizing a friend's surprise birthday party at home,3,4,5,5,7,3,4,4,7,3,1,25,17,35,11,0.045626198,0.046356412
5,Riding a motor boat across the Carribbean,2,4,7,7,7,1,7,6,7,1,0,25,17,35,11,0.045556728,0.04561152
5,Taking my finance exam a week after being hospitalized for diabetes,1,4,2,6,7,4,0,7,7,7,1,25,17,35,11,0.045568927,0.04821486
5,The first time I failed an exam,2,2,2,5,7,6,7,7,7,7,1,25,17,35,11,0.045801343,0.046318734
5,The first time I gave myself Insulin,3,4,3,7,7,4,4,7,7,4,1,25,17,35,11,0.045751295,0.046027651
5,The first time I went to an Indian Buffet in the US,3,4,5,6,7,1,5,5,7,1,0,25,17,35,11,0.056623999,0.048128272
5,The time I drove all night,1,2,5,7,7,4,5,7,7,3,1,25,17,35,11,0.045957042,0.047060843
5,Trying my first sugar-free cheesecake,1,3,5,6,7,1,7,5,7,1,0,25,17,35,11,0.046031345,0.045989533
5,Walking accident and cutting my lip badly,3,3,1,7,7,5,1,5,7,5,0,25,17,35,11,0.046074552,0.04602485
5,Watching Tim Cook deliver commencement speech,1,3,6,6,7,1,7,7,7,1,0,25,17,35,11,0.045784833,0.045730408
5,When I went to Chennai for an exam,3,1,4,6,7,3,3,5,7,3,0,25,17,35,11,0.04715843,0.047020258
6,accepting internship offer with the wrong company,1,3,3,4,7,7,1,3,4,5,1,30,6,28,13,0.046071195,0.045633703
6,cheating on my bf,1,6,4,5,7,3,1,2,4,2,0,30,6,28,13,0.045925602,0.045561472
6,choosing the wrong course,3,4,1,1,7,7,4,1,4,4,0,30,6,28,13,0.045379219,0.04545529
6,cutting my hair short,1,2,2,1,3,3,5,1,3,1,0,30,6,28,13,0.045397401,0.045464071
6,dating 3 guys at the same time,3,1,6,1,4,5,4,4,3,1,1,30,6,28,13,0.052205193,0.051971015
6,Didn't download enough software,1,4,2,2,7,5,2,2,4,2,0,30,6,28,13,0.045406327,0.045447791
6,didn't start playing flute,3,4,3,1,4,4,0,2,2,0,1,30,6,28,13,0.045474127,0.045463238
6,didn't study enough,2,4,2,1,1,7,2,2,4,6,0,30,6,28,13,0.047263322,0.080169922
6,didn't study much for finance,2,3,1,1,5,5,2,1,3,5,0,30,6,28,13,0.073196769,0.045484415
6,flirting with wrong person,2,2,1,1,3,4,2,4,3,4,0,30,6,28,13,0.045490746,0.04546048
6,going out with my ex,1,3,2,1,3,7,1,3,4,4,0,30,6,28,13,0.098751057,0.046286795
6,living with CL,2,2,2,1,3,4,2,1,4,4,0,30,6,28,13,0.045371956,0.045497217
6,not accepting internship offer,1,3,2,1,3,4,5,2,3,4,0,30,6,28,13,0.045484432,0.045410191
6,not accompanying family in summer,3,4,2,1,4,5,3,1,3,4,0,30,6,28,13,0.045558905,0.045616783
6,Not applying for Stanford,2,2,3,1,4,5,1,2,3,0,1,30,6,28,13,0.045430086,0.045436301
6,not flying my parents back home,2,4,2,1,7,4,2,1,4,5,1,30,6,28,13,0.045604899,0.045489099
6,not having a good relationship with JG,3,3,2,1,3,5,2,1,4,4,0,30,6,28,13,0.045460466,0.045457564
6,not loving my bf enough,1,4,3,1,4,5,2,1,3,3,0,30,6,28,13,0.045477497,0.04548115
6,not sending thank you note to interviewer,1,4,3,1,4,4,2,1,3,2,0,30,6,28,13,0.045504453,0.048110036
6,not studying enough,2,6,2,1,5,7,1,1,3,5,1,30,6,28,13,0.056132754,0.046031981
6,not studying French enough,3,4,2,1,5,5,2,4,2,3,0,30,6,28,13,0.045462298,0.046296739
6,Not taking a gap year,1,5,3,2,7,6,4,1,0,2,1,30,6,28,13,0.045491998,0.064906623
6,not taking an offer in NYC,2,5,3,1,3,5,3,1,4,2,0,30,6,28,13,0.045498856,0.051856891
6,not taking the road test,2,5,3,1,7,4,2,4,2,4,1,30,6,28,13,0.045475025,0.045680094
6,not traveling around when at home,3,2,3,2,7,4,2,1,4,2,0,30,6,28,13,0.045438368,0.045470505
6,overspending on ex,3,2,1,1,7,6,2,1,3,1,0,30,6,28,13,0.045526088,0.046566075
6,quitting the marching band,3,2,6,1,7,4,2,1,3,4,0,30,6,28,13,0.045522433,0.045498135
6,ruining friendship with YW,1,4,1,1,6,4,1,2,5,7,0,30,6,28,13,0.045498137,0.045632679
6,sending a wrong start date to new employer,3,7,2,4,3,7,4,1,2,1,0,30,6,28,13,0.045507597,0.045538591
6,Trying drugs,2,3,5,1,7,5,2,5,4,3,1,30,6,28,13,0.045407833,0.045685125
7,Ask the teacher questions,1,4,4,4,4,4,3,3,4,1,1,28,16,51,11,0.050735659,0.048326055
7,Barbequeing,1,4,7,7,4,4,7,7,7,1,0,28,16,51,11,0.05130519,0.049130627
7,Choose what to wear,1,4,7,7,4,4,4,4,3,3,1,28,16,51,11,0.051538785,0.049939722
7,Cycling,2,4,5,5,4,4,7,7,7,3,0,28,16,51,11,0.050550589,0.049642905
7,Do experiments,3,7,3,3,3,4,3,3,4,4,0,28,16,51,11,0.050082832,0.04974583
7,Do yoga,2,6,7,4,4,4,7,4,4,1,0,28,16,51,11,0.050504316,0.049771525
7,Doing homework,2,6,3,3,3,4,4,4,4,4,0,28,16,51,11,0.050672674,0.049775549
7,Doing laundry.,2,4,4,4,4,4,4,4,4,1,0,28,16,51,11,0.051353089,0.048624356
7,Eat pizza,1,5,7,7,4,4,4,4,3,1,0,28,16,51,11,0.045695608,0.046551777
7,Eno river trip,1,4,7,7,4,4,7,7,7,1,0,28,16,51,11,0.047153886,0.048010958
7,Friending/defriending someone on Faceboo,1,4,4,4,4,4,4,4,3,1,1,28,16,51,11,0.047965649,0.050158447
7,Getting a credit card,3,4,4,4,4,4,7,4,4,1,1,28,16,51,11,0.047394562,0.048357696
7,Getting a pet,1,2,4,4,4,7,3,4,4,0,1,28,16,51,11,0.051690373,0.047878512
7,Go to Duke gardens,1,4,7,4,4,4,5,3,4,1,0,28,16,51,11,0.051476847,0.050172295
7,Jogging,3,5,4,4,4,4,7,7,4,1,0,28,16,51,11,0.05080118,0.049828739
7,Kissing mom,3,4,5,5,4,4,4,1,1,1,1,28,16,51,11,0.051775178,0.050213312
7,Opening a bank account.,3,2,4,4,4,4,4,3,3,1,1,28,16,51,11,0.051075238,0.049479713
7,Play piano,2,4,7,4,4,4,7,3,4,1,1,28,16,51,11,0.049977782,0.049409944
7,Play with a cat,1,4,7,7,4,4,1,3,3,6,1,28,16,51,11,0.053338643,0.046754253
7,Rent a car,2,2,4,4,4,4,7,4,4,1,0,28,16,51,11,0.052115149,0.049030089
7,Taking a nap,3,6,7,2,3,4,4,4,4,1,1,28,16,51,11,0.050712505,0.049681186
7,Talking on a phone,3,4,7,7,4,4,5,5,4,1,1,28,16,51,11,0.050476641,0.050287274
7,Ubereats,2,2,5,5,7,7,4,4,4,1,0,28,16,51,11,0.049880206,0.047323357
7,Using money to buy something.,3,4,5,5,4,4,4,4,4,4,1,28,16,51,11,0.04932493,0.048612119
7,Visiting a relative.,3,2,7,7,4,4,4,4,4,4,1,28,16,51,11,0.049702355,0.049036678
7,Waiting for a bus,2,4,4,2,4,4,7,4,4,1,0,28,16,51,11,0.052560543,0.049329714
7,Wearing contacts or glasses,3,7,4,4,4,4,4,1,1,1,1,28,16,51,11,0.051356847,0.049515798
7,Whether or not to go to class.,2,4,4,4,4,4,4,4,4,1,0,28,16,51,11,0.051256564,0.049035222
7,Whether to study or procrastinate.,1,7,1,4,1,7,5,3,3,3,1,28,16,51,11,0.051486249,0.049691841
7,write an email,2,6,4,4,4,4,4,4,4,4,0,28,16,51,11,0.052840303,0.050707621
8,Being late for a study,3,7,2,3,6,4,1,5,7,7,0,28,23,54,4,0.045654212,0.045741171
8,Bringing smaller TV,1,5,3,1,4,3,4,1,7,2,0,28,23,54,4,0.045617989,0.045850782
8,Buying a Corolla,1,2,4,2,5,3,5,5,7,2,1,28,23,54,4,0.045562063,0.045619089
8,Buying converse for good price,1,2,5,1,5,1,6,3,4,1,0,28,23,54,4,0.045632817,0.046010387
8,Buying Crusaders King ,1,3,5,5,4,2,5,6,1,1,0,28,23,54,4,0.04574919,0.047480939
8,Buying my xbox,2,1,6,5,5,2,5,4,3,1,0,28,23,54,4,0.045777654,0.045703983
8,Buying quart of motor oil,2,4,2,4,5,5,2,2,4,5,0,28,23,54,4,0.045635544,0.045618679
8,Buying speakers,2,5,5,4,5,2,4,5,5,2,0,28,23,54,4,0.045586871,0.045570374
8,Cashing Suntrust check rather than waiting,2,5,3,5,7,3,3,2,5,5,1,28,23,54,4,0.045621805,0.045534153
8,Choosing MIS major,1,1,4,2,1,5,3,4,1,4,1,28,23,54,4,0.045597401,0.045925492
8,Choosing to go back to UB,1,5,4,1,5,6,3,5,4,4,0,28,23,54,4,0.045528072,0.046898266
8,Choosing to go to bars with Phil,2,6,4,3,6,2,4,4,6,4,0,28,23,54,4,0.04562428,0.045610399
8,Choosing to go to Wahlburger,1,5,2,2,5,5,3,2,5,4,1,28,23,54,4,0.045732252,0.045885351
8,Choosing to take the study follow-up too late,3,7,1,6,5,5,1,1,7,7,1,28,23,54,4,0.045662168,0.045656417
8,Choosing to watch NBA 2016 Finals,3,2,1,5,3,6,2,4,2,6,0,28,23,54,4,0.045760727,0.045686947
8,Driving from Buffalo to Raleigh,3,7,4,7,6,2,0,7,7,2,1,28,23,54,4,0.045783779,0.045756792
8,Going to game night,3,5,4,3,3,2,4,3,4,2,0,28,23,54,4,0.045514662,0.045516947
8,Going to harbor and restaurant with Suzy,2,3,7,4,6,1,7,6,5,1,1,28,23,54,4,0.04562026,0.045626144
8,Going to see Fantastic Beasts,2,3,2,4,5,4,3,7,6,5,1,28,23,54,4,0.045484076,0.045516087
8,Joining PSE,1,3,4,7,6,5,0,3,2,4,0,28,23,54,4,0.045574423,0.046046195
8,Kissing Leah,3,4,5,7,5,7,6,7,7,2,0,28,23,54,4,0.045584149,0.045574014
8,Missing a deadline for mgs 404,2,3,3,4,2,3,2,3,4,5,0,28,23,54,4,0.045589945,0.045563247
8,Moving into my first apartment,3,5,5,7,7,2,5,6,7,1,1,28,23,54,4,0.045612499,0.045601914
8,No declaring major and talking to counselor,2,6,1,7,7,7,2,1,4,6,0,28,23,54,4,0.045763651,0.045862848
8,Not eating the Vietnamese bread,3,4,3,3,3,4,2,3,5,3,0,28,23,54,4,0.045551773,0.045582605
8,Not going to Coldplay concert,3,1,3,2,2,2,2,0,1,5,0,28,23,54,4,0.04556007,0.045582882
8,Opening Raleigh bank account,2,6,5,2,7,2,0,5,7,2,1,28,23,54,4,0.045664323,0.046167802
8,Paying for Bills tickets,3,5,2,5,5,6,1,6,4,7,1,28,23,54,4,0.045641388,0.045906403
8,Paying for pizza at Zetti's,1,1,3,4,4,3,3,2,5,3,1,28,23,54,4,0.045643178,0.045644097
8,Taking the wrong turn looking for Climbing Gym,1,6,2,5,7,5,2,1,4,3,1,28,23,54,4,0.047162558,0.046885561
9,Breakdown in Central Market,1,2,2,3,4,5,1,3,6,3,1,24,10,50,4,0.045068393,0.045025214
9,Breaking up ,3,2,2,2,5,6,2,5,5,2,0,24,10,50,4,0.045014445,0.045785353
9,Buying ticket for Xmas gift ,2,4,2,5,7,6,3,3,6,4,1,24,10,50,4,0.044926778,0.045003216
9,Driving home before nannying ,3,2,3,4,6,5,3,3,5,1,0,24,10,50,4,0.044999979,0.044957008
9,DukeList roommate,1,6,1,2,6,5,3,5,6,2,1,24,10,50,4,0.045010958,0.045041342
9,Gatorade and tires ,3,2,4,3,6,6,3,6,5,5,1,24,10,50,4,0.044976205,0.044987162
9,Getting chips,1,7,2,6,6,5,3,7,6,0,0,24,10,50,4,0.045058587,0.044991423
9,Graduate school decision,1,6,4,5,5,5,3,6,5,5,0,24,10,50,4,0.044968462,0.045039037
9,Jealous of other relationships,2,5,3,6,5,5,4,4,4,2,1,24,10,50,4,0.045024576,0.045019659
9,Judging people for relationships ,3,1,3,2,2,4,3,5,5,2,1,24,10,50,4,0.044974907,0.045196649
9,Making fun of dad,2,4,1,4,2,7,0,5,6,6,1,24,10,50,4,0.044955378,0.048328319
9,Missing bachelorette ,3,5,2,4,2,6,2,4,2,5,0,24,10,50,4,0.045022339,0.045027605
9,Not filing police report after hit and run,2,4,1,3,7,6,1,5,3,5,1,24,10,50,4,0.045000093,0.044941229
9,Not going out with Magnolia people,3,2,2,3,2,4,2,3,3,3,1,24,10,50,4,0.044992784,0.045042001
